English,Russian,Hindi
OK. I agree.,"Ладно, согласна.",ठीक है। मैं सहमत हूं।
"Oh, come on.",Да ладно тебе.,ओह अब छोड़िए भी।
"Oh, come on.",Да ладно вам.,ओह अब छोड़िए भी।
One is blue.,Один синий.,एक नीला है.
One is blue.,Одна синяя.,एक नीला है.
One is blue.,Одно синее.,एक नीला है.
Pick a card.,Возьмите карту.,एक कार्ड उठाएँ।
Pick a card.,Возьми карту.,एक कार्ड उठाएँ।
Pick a date.,Выбери дату.,एक तारीख चुनो।
Pick a date.,Выберите дату.,एक तारीख चुनो।
Pick him up.,Подними его.,उसे ले चलें।
Pick him up.,Поднимите его.,उसे ले चलें।
Pick him up.,Подыми его.,उसे ले चलें।
Pick him up.,Подымите его.,उसे ले चलें।
Pick him up.,Захвати его.,उसे ले चलें।
Pick him up.,Захватите его.,उसे ले चलें।
Pick him up.,Поднимай его.,उसे ले चलें।
Pick him up.,Поднимайте его.,उसे ले चलें।
Pick him up.,Подхвати его.,उसे ले चलें।
Pick him up.,Подхватите его.,उसे ले चलें।
Pick him up.,Подвези его.,उसे ले चलें।
Pick him up.,Подвезите его.,उसे ले चलें।
Pick him up.,Подбери его.,उसे ले चलें।
Pick him up.,Подберите его.,उसे ले चलें।
Pick him up.,Возьми его.,उसे ले चलें।
Pick him up.,Возьмите его.,उसे ले चलें।
Pick him up.,Заберите его.,उसे ले चलें।
Pick him up.,Забери его.,उसे ले चलें।
Pick him up.,Заедь за ним.,उसे ले चलें।
Pick him up.,Заедьте за ним.,उसे ले चलें।
Pick him up.,Зайди за ним.,उसे ले चलें।
Pick him up.,Зайдите за ним.,उसे ले चलें।
Plants grow.,Растения растут.,पौधों उगते हैं।
Please come.,"Приходи, пожалуйста.",कृपया आओ।
Please come.,"Приходите, пожалуйста.",कृपया आओ।
Please move.,"Подвиньтесь, пожалуйста.",कृपया हटे।
Please move.,"Подвинься, пожалуйста.",कृपया हटे।
Please sing.,"Спой, пожалуйста.",कृपया गाएं।
Please sing.,"Спойте, пожалуйста!",कृपया गाएं।
Please sing.,"Спойте, пожалуйста.",कृपया गाएं।
Please stay.,"Пожалуйста, останься.",कृपया रुकें।
Please stay.,"Останься, пожалуйста.",कृपया रुकें।
Please stay.,"Останьтесь, пожалуйста.",कृपया रुकें।
Please stop!,"Прекрати, пожалуйста!",बंद करो!
Please stop!,"Прекратите, пожалуйста!",बंद करो!
Please stop.,"Прекрати, пожалуйста.",बंद करो।
Please stop.,"Пожалуйста, прекрати.",बंद करो।
Please stop.,"Перестаньте, пожалуйста.",बंद करो।
Please stop.,"Прекратите, пожалуйста.",बंद करो।
Please stop.,"Перестань, пожалуйста.",बंद करो।
Please stop.,"Остановите, пожалуйста.",बंद करो।
Please stop.,"Останови, пожалуйста.",बंद करो।
Please wait.,"Подождите, пожалуйста.",कृपया प्रतीक्षा करें।
Please wait.,"Подожди, пожалуйста.",कृपया प्रतीक्षा करें।
Pray for me.,Помолись за меня.,मेरे लिए प्रार्थना करें।
Pray for me.,Помолитесь за меня.,मेरे लिए प्रार्थना करें।
Pull harder.,Тяни сильнее.,जोर से खींचो.
Pull harder.,Тяните сильнее.,जोर से खींचो.
Push harder.,Толкай сильнее.,ज़ोर से धक्का दे।
Push harder.,Толкайте сильнее.,ज़ोर से धक्का दे।
Push harder.,Жми сильнее.,ज़ोर से धक्का दे।
Push harder.,Жмите сильнее.,ज़ोर से धक्का दे।
Push harder.,Нажимай сильнее.,ज़ोर से धक्का दे।
Push harder.,Нажимайте сильнее.,ज़ोर से धक्का दे।
Put it back.,Положи назад.,इसे वापस रखें।
Put it back.,Положи обратно.,इसे वापस रखें।
Put it back.,Положи это обратно.,इसे वापस रखें।
Put it back.,Положи это назад.,इसे वापस रखें।
Put it back.,Положите обратно.,इसे वापस रखें।
Put it down.,Положи его.,इसे नीचे रखें।
Put it down.,Поставь его.,इसे नीचे रखें।
Put it down.,Поставьте его.,इसे नीचे रखें।
Put it down.,Поставь её.,इसे नीचे रखें।
Put it down.,Поставьте её.,इसे नीचे रखें।
Put it down.,Положите его.,इसे नीचे रखें।
Put it down.,Положи её.,इसे नीचे रखें।
Put it down.,Положите её.,इसे नीचे रखें।
Put this on.,Надень это.,इसे डालें।
Put this on.,Наденьте это.,इसे डालें।
Release Tom.,Освободите Тома.,टॉम को रिहा करो.
Release Tom.,Освободи Тома.,टॉम को रिहा करो.
Release him.,Освободите его.,उसे छोड़ दिया।
Remember it.,Запомни это.,यह याद करो।
Return fire.,Откройте ответный огонь.,वापसी आग.
Say goodbye.,Попрощайся.,अलविदा कहो।
Say goodbye.,Попрощайтесь.,अलविदा कहो।
Say goodbye.,"Скажи ""до свидания"".",अलविदा कहो।
Say goodbye.,"Скажите ""до свидания"".",अलविदा कहो।
Say nothing.,Ничего не говори.,कुछ नहीं कहना।
Say nothing.,Ничего не говорите.,कुछ नहीं कहना।
Say nothing.,Не говори ничего.,कुछ नहीं कहना।
Send Tom in.,Пошлите Тома сюда.,टॉम को अंदर भेजो.
Settle down!,Успокойся!,शान्त होना!
Settle down!,Успокойтесь!,शान्त होना!
Settle down.,Угомонись.,शान्त होना।
Shall we go?,Пойдём?,क्या हम चलेंगे?
She bit him.,Она его укусила.,उसने उसे काट लिया.
She blushed.,Она покраснела.,वह शरमा गयी.
She fainted.,Она упала в обморок.,वो बेहोश हो गई।
She hit him.,Она его ударила.,उसने उसे मारा.
She is dead.,Она умерла.,वह मर गई।
She is dead.,Она мертва.,वह मर गई।
She is kind.,Она добрая.,वह दयालु है।
She is late.,Она опаздывает.,उसे देर हो चुकी है।
She is lazy.,Она ленивая.,वो आलसी है।
She is nice.,Она хорошая.,अच्छी बा।
She is nice.,Она славная.,अच्छी बा।
She slipped.,Она поскользнулась.,वह फिसल गई।
She woke up.,Она проснулась.,वो उठी।
She's a dog.,Это сука.,वह एक कुत्ता है.
She's a dog.,Она карга.,वह एक कुत्ता है.
She's a dog.,Она уродина.,वह एक कुत्ता है.
She's a dog.,Она собака.,वह एक कुत्ता है.
She's crazy.,Она сумасшедшая.,ये लड़की पागल है।
She's timid.,Она застенчивая.,वह डरपोक है.
Should I go?,Мне уйти?,क्या मुझे जाना चाहिए?
Should I go?,Мне пойти?,क्या मुझे जाना चाहिए?
Show me how.,Покажи мне как.,कैसे मुझे दिखाओ।
Show me how.,Покажите мне как.,कैसे मुझे दिखाओ।
Shut it off.,Выключи его.,इसे बंद करो.
Sit with me.,Посиди со мной.,मेरे साथ बैठो।
Sit with me.,Посидите со мной.,मेरे साथ बैठो।
Sleep tight.,Сладких снов.,नींद अच्छी आये।
Speak to me.,Поговори со мной.,मुझसे बात करो।
Speak to me.,Поговорите со мной.,मुझसे बात करो।
Stand aside.,Держись в стороне.,एक ओर खड़े हो जाओ।
Stand still!,Стой спокойно!,स्थिर खड़े रहो!
Stand still!,Стойте спокойно!,स्थिर खड़े रहो!
Stand still.,Стой спокойно.,स्थिर खड़े रहो.
Stand still.,Стойте спокойно.,स्थिर खड़े रहो.
Start again.,Начни сначала.,फिर से शुरू करें।
Start again.,Начните сначала.,फिर से शुरू करें।
Start again.,Начни заново.,फिर से शुरू करें।
Start again.,Начните заново.,फिर से शुरू करें।
Start again.,Начни наново.,फिर से शुरू करें।
Start again.,Начните наново.,फिर से शुरू करें।
Stay inside.,Оставайся внутри.,अंदर रहना।
Stay inside.,Оставайтесь внутри.,अंदर रहना।
Stay inside.,Побудь внутри.,अंदर रहना।
Stay inside.,Побудьте внутри.,अंदर रहना।
Step inside.,Заходи.,अंदर आओ।
Stop crying.,Хватит плакать!,रोना बंद करो।
Stop crying.,Хватит кричать!,रोना बंद करो।
Stop crying.,Хватит лить слёзы!,रोना बंद करो।
Stop crying.,Перестань плакать!,रोना बंद करो।
Stop crying.,Перестаньте плакать!,रोना बंद करो।
Stop crying.,Прекрати кричать!,रोना बंद करो।
Stop crying.,Прекратите кричать!,रोना बंद करो।
Stop crying.,Перестань лить слёзы!,रोना बंद करो।
Stop crying.,Перестаньте лить слёзы!,रोना बंद करो।
Stop eating.,Перестань есть.,खाना बंद करो।
Stop eating.,Перестаньте есть.,खाना बंद करो।
Stop eating.,Хватит есть.,खाना बंद करो।
Stop moving!,Не двигайся!,चलना बंद करें!
Stop trying.,Перестань пытаться.,प्रयास करना रोको।
Stop! Thief!,Держи вора!,रुकना! चोर!
Surprise me.,Удиви меня.,मुझे आश्चर्य।
Take a bath.,Прими ванну.,नहाना।
Take a bite.,Откуси.,एक निवाला ले लो।
Take a bite.,Откусите.,एक निवाला ले लो।
Take a card.,Возьмите карту.,एक कार्ड लो.
Take a card.,Возьми карту.,एक कार्ड लो.
Take a card.,Бери карту.,एक कार्ड लो.
Take a card.,Берите карту.,एक कार्ड लो.
Take a look.,Взгляни.,नज़र रखना।
Take a look.,Посмотри-ка.,नज़र रखना।
Take a look.,Взгляните.,नज़र रखना।
Take a seat.,Садись.,बैठ जाएं।
Take a seat.,Присаживайся.,बैठ जाएं।
Take a seat.,Присаживайтесь.,बैठ जाएं।
Take a walk.,Прогуляйся.,टहलें।
Take action.,Прими меры.,कार्यवाही करना।
Take action.,Примите меры.,कार्यवाही करना।
Take it all.,Возьми всё.,यह सब ले।
Take it all.,Возьмите всё.,यह सब ले।
Take my car.,Возьми мою машину.,मेरी कार ले लो.
Take my car.,Возьмите мою машину.,मेरी कार ले लो.
Take my car.,Возьми мой автомобиль.,मेरी कार ले लो.
Take my car.,Возьмите мой автомобиль.,मेरी कार ले लो.
Talk slower.,Говори медленнее.,धीरे बात करो.
Talk slower.,Говорите медленнее.,धीरे बात करो.
Talk to Tom.,Поговори с Томом.,टॉम से बात करो.
Talk to Tom.,Поговорите с Томом.,टॉम से बात करो.
"Tea, please.","Чаю, пожалуйста.",कृपया चाय दीजिये।
"Tea, please.","Чай, пожалуйста.",कृपया चाय दीजिये।
Tell Tom no.,"Скажи Тому ""нет"".",टॉम को नं बताएं।
Tell me why.,Скажи мне почему.,मुझे बताओ क्यों।
Tell me why.,Скажите мне почему.,मुझे बताओ क्यों।
That helped.,Это помогло.,इससे मदद मिली.
That is all.,Это всё.,बस इतना ही।
That is all.,Всё.,बस इतना ही।
That is all.,И на этом всё.,बस इतना ही।
That was me.,Это был я.,वह मैं था।
That worked.,Это сработало.,वह काम किया।
That worked.,Это работало.,वह काम किया।
That worked.,Сработало.,वह काम किया।
That's cool.,Это круто.,यह अच्छा है।
That's cool.,Это здорово.,यह अच्छा है।
That's cool.,Это отлично.,यह अच्छा है।
That's done.,Сделано.,हो गया है।
That's done.,Готово.,हो गया है।
That's dumb.,Это глупо.,वह गूंगा है।
That's easy.,Легко.,वह सरल है।
That's easy.,Это просто.,वह सरल है।
That's fair.,Это справедливо.,ये उचित है।
That's free.,Это бесплатно.,वह मुफ़्त है.
That's free.,Это даром.,वह मुफ़्त है.
That's hers.,Это её.,वह उसका है.
That's lame.,Неубедительно.,यही तो कमजोरी है।
That's life.,Такова жизнь.,यही जीवन है।
That's life.,Это жизнь.,यही जीवन है।
That's milk.,Это молоко.,वह दूध है.
That's mine.,Это принадлежит мне.,वह मेरा है।
That's mine.,Это моё.,वह मेरा है।
That's okay.,Подойдёт.,वह ठीक है।
That's over.,С этим покончено.,बस खत्म।
That's them.,Это они.,ये वो हैं.
That's true.,Так оно и есть.,यह सच है।
That's true.,Это правда.,यह सच है।
That's true.,Так и есть.,यह सच है।
That's true.,Это точно.,यह सच है।
That's ugly.,Уродство.,वह बदसूरत है.
That's wise.,Это мудро.,यह बुद्धिमानी है.
That's wise.,Мудро.,यह बुद्धिमानी है.
That's wise.,Это разумно.,यह बुद्धिमानी है.
The TV's on.,Телевизор включён.,टीवी चालू है.
There it is.,"Вот, пожалуйста.",वहाँ है।
They burned.,Они сгорели.,वे जल गये.
They burned.,Они обожглись.,वे जल गये.
They called.,Они позвонили.,उन्होंने बुलाया।
They called.,Они звонили.,उन्होंने बुलाया।
They danced.,Они танцевали.,उन्होंने नृत्य किया।
They did it.,Они это сделали.,उन्होंने ये कर दिया।
They got up.,Они встали.,वे उठ गये.
They hugged.,Они обнялись.,उन्होंने गले लगाया.
They kissed.,Они поцеловались.,उन्होंने चूमा.
They kissed.,Они поцеловали.,उन्होंने चूमा.
They may go.,Они могут идти.,वे जा सकते हैं.
They obeyed.,Они послушались.,उन्होंने आज्ञा मानी.
They obeyed.,Они подчинились.,उन्होंने आज्ञा मानी.
They obeyed.,Они слушались.,उन्होंने आज्ञा मानी.
They saw me.,Они меня видели.,उन्होंने मुझे देखा.
They saw me.,Они увидели меня.,उन्होंने मुझे देखा.
They smiled.,Они улыбнулись.,वे मुस्कुराए.
They waited.,Они ждали.,उन्होंने इंतजार किया था।
They walked.,Они шли пешком.,वे चले गए।
They walked.,Они пошли пешком.,वे चले गए।
They yelled.,Они закричали.,वे चिल्लाये.
They're bad.,Они плохие.,वे बुरे हैं.
They're fat.,Они толстые.,वे मोटे हैं.
They're new.,Они новые.,वे नये हैं.
They're old.,Они старые.,वे बूढ़े हैं.
They're red.,Они красные.,वे लाल हैं.
They're red.,Они рыжие.,वे लाल हैं.
Think again.,Подумай ещё.,फिर से विचार करना।
Think again.,Подумайте ещё.,फिर से विचार करना।
This is Tom.,Это Том.,ये टोम है।
This is Tom.,Том слушает.,ये टोम है।
This is Tom.,Вот Том.,ये टोम है।
This is art.,Это искусство.,यह कला है।
This is bad.,Это плохо.,यह तो बुरा हुआ।
This is fun.,Это забавно.,यह मनोरंजक है।
This is his.,Это его.,यह उसका है।
This is ice.,Это лёд.,यह बर्फ है.
This is new.,Это новое.,यह नई है।
This is odd.,Это странно.,यह अनमेल है।
Time passed.,Прошло время.,वक्त निकल गया।
Tom arrived.,Том прибыл.,टॉम पहुंचे.
Tom arrived.,Том приехал.,टॉम पहुंचे.
Tom blinked.,Том моргнул.,टॉम ने पलकें झपकाईं।
Tom blushed.,Том покраснел.,टॉम शरमा गया.
Tom came in.,Вошёл Том.,टॉम अंदर आया.
Tom can win.,Том может победить.,टॉम जीत सकता है.
Tom can win.,Том может выиграть.,टॉम जीत सकता है.
Tom changed.,Том изменился.,टॉम बदल गया.
Tom cheated.,Том обманул.,टॉम ने धोखा दिया.
Tom cheated.,Том списывал.,टॉम ने धोखा दिया.
Tom cheated.,Том жульничал.,टॉम ने धोखा दिया.
Tom cheated.,Том списал.,टॉम ने धोखा दिया.
Tom cheated.,Том мухлевал.,टॉम ने धोखा दिया.
Tom clapped.,Том хлопал в ладоши.,टॉम ने ताली बजाई।
Tom clapped.,Том хлопнул в ладоши.,टॉम ने ताली बजाई।
Tom coughed.,Том откашлялся.,टॉम को खांसी हुई।
Tom coughed.,Том кашлял.,टॉम को खांसी हुई।
Tom coughed.,Том кашлянул.,टॉम को खांसी हुई।
Tom decided.,Том решил.,टॉम ने फैसला किया.
Tom did lie.,Всё-таки Том солгал.,टॉम ने झूठ बोला।
Tom did lie.,Том действительно солгал.,टॉम ने झूठ बोला।
Tom drowned.,Том утонул.,टॉम डूब गया.
Tom escaped.,Том сбежал.,टॉम भाग गया.
Tom exhaled.,Том выдохнул.,टॉम ने साँस छोड़ी।
Tom fainted.,Том упал в обморок.,टॉम बेहोश हो गया.
Tom frowned.,Том нахмурился.,टॉम ने भौंहें सिकोड़ लीं।
Tom gave up.,Том сдался.,टॉम ने हार मान ली.
Tom giggled.,Том хихикнул.,टॉम हँसा।
Tom gloated.,Том тайком торжествовал.,टॉम प्रसन्न हुआ।
Tom gloated.,Том злорадствовал.,टॉम प्रसन्न हुआ।
Tom gloated.,Том позлорадствовал.,टॉम प्रसन्न हुआ।
Tom got fat.,Том растолстел.,टॉम मोटा हो गया.
Tom got mad.,Том разозлился.,टॉम क्रोधित हो गया।
Tom got mad.,Том рассердился.,टॉम क्रोधित हो गया।
Tom grinned.,Том ухмыльнулся.,टॉम मुस्कुराया.
Tom groaned.,Том простонал.,टॉम कराह उठा.
Tom groaned.,Том застонал.,टॉम कराह उठा.
Tom guessed.,Том догадался.,टॉम ने अनुमान लगाया।
Tom guessed.,Том угадал.,टॉम ने अनुमान लगाया।
Tom had fun.,Тому было весело.,टॉम को मज़ा आया।
Tom has one.,У Тома такой есть.,टॉम के पास एक है।
Tom has one.,У Тома такая есть.,टॉम के पास एक है।
Tom has one.,У Тома такое есть.,टॉम के पास एक है।
Tom has won.,Том выиграл.,टॉम जीत गया.
Tom has won.,Том победил.,टॉम जीत गया.
Tom hung up.,Том повесил трубку.,टॉम ने फ़ोन काट दिया।
Tom hurt me.,Том меня обидел.,टॉम ने मुझे चोट पहुंचाई.
Tom inhaled.,Том вдохнул.,टॉम ने साँस ली।
Tom is a DJ.,Том — диджей.,टॉम एक डीजे है.
Tom is back.,Том вернулся.,टॉम वापस आ गया है.
Tom is bald.,Том лысый.,टॉम गंजा है.
Tom is busy.,Том занят.,टॉम व्यस्त है.
Tom is calm.,Том спокоен.,टॉम शांत है.
Tom is calm.,Том спокойный.,टॉम शांत है.
Tom is cold.,Тому холодно.,टॉम ठंडा है.
Tom is cool.,Том клёвый.,टॉम अच्छा है.
Tom is dead.,Том умер.,टॉम मर चुका है.
Tom is dead.,Том мёртв.,टॉम मर चुका है.
Tom is deaf.,Том глухой.,टॉम बहरा है.
Tom is done.,Том готов.,टॉम हो गया.
Tom is done.,Том закончил.,टॉम हो गया.
Tom is done.,Том уже всё.,टॉम हो गया.
Tom is evil.,Том злой.,टॉम दुष्ट है.
Tom is fair.,Том справедливый.,टॉम निष्पक्ष है.
Tom is fine.,Том в порядке.,टॉम ठीक है.
Tom is free.,Том свободен.,टॉम स्वतंत्र है.
Tom is full.,Том наелся.,टॉम भरा हुआ है.
Tom is glad.,Том рад.,टॉम खुश है.
Tom is gone.,Том ушёл.,टॉम चला गया है.
Tom is gone.,Тома нет.,टॉम चला गया है.
Tom is good.,Том хороший.,टॉम अच्छा है.
Tom is grim.,Том мрачный.,टॉम गंभीर है.
Tom is here.,Том здесь.,टॉम यहाँ है.
Tom is home.,Том дома.,टॉम घर पर है.
Tom is hurt.,Том ранен.,टॉम को चोट लगी है.
Tom is kind.,Том добр.,टॉम दयालु है.
Tom is kind.,Том добрый.,टॉम दयालु है.
Tom is last.,Том последний.,टॉम आखिरी है.
Tom is late.,Том опаздывает.,टॉम को देर हो गई है.
Tom is late.,Том опоздал.,टॉम को देर हो गई है.
Tom is lazy.,Том ленивый.,टॉम आलसी है.
Tom is lost.,Том потерялся.,टॉम खो गया है.
Tom is lost.,Том заблудился.,टॉम खो गया है.
Tom is mean.,Том злой.,टॉम मतलबी है.
Tom is meek.,Том кроткий.,टॉम नम्र है.
Tom is mute.,Том немой.,टॉम मूक है.
Tom is neat.,Том опрятный.,टॉम साफ सुथरा है.
Tom is next.,Том следующий.,टॉम अगला है.
Tom is nuts.,Том - псих.,टॉम पागल है.
Tom is nuts.,Том не дружит с головой.,टॉम पागल है.
Tom is pale.,Том бледный.,टॉम पीला है.
Tom is poor.,Том беден.,टॉम गरीब है.
Tom is rich.,Том богат.,टॉम अमीर है.
Tom is rich.,Том богатый.,टॉम अमीर है.
Tom is rude.,Том груб.,टॉम असभ्य है.
Tom is safe.,Том в безопасности.,टॉम सुरक्षित है.
Tom is sick.,Том болен.,टॉम बीमार है.
Tom is sick.,Том болеет.,टॉम बीमार है.
Tom is sure.,Том уверен.,टॉम निश्चित है।
Tom is tall.,Том высокий.,टॉम लंबा है.
Tom is thin.,Том худой.,टॉम पतला है.
Tom is tidy.,Том аккуратный.,टॉम साफ सुथरा है.
Tom is ugly.,Том некрасив.,टॉम बदसूरत है.
Tom is ugly.,Том некрасивый.,टॉम बदसूरत है.
Tom is vain.,Том тщеславен.,टॉम व्यर्थ है.
Tom is weak.,Том слаб.,टॉम कमज़ोर है.
Tom is weak.,Том слабый.,टॉम कमज़ोर है.
Tom is wise.,Том мудр.,टॉम बुद्धिमान है.
Tom kneeled.,Том встал на колени.,टॉम ने घुटने टेक दिये।
Tom kneeled.,Том стал на колени.,टॉम ने घुटने टेक दिये।
Tom knew it.,Том знал это.,टॉम यह जानता था।
Tom knew it.,Том её знал.,टॉम यह जानता था।
Tom knew it.,Том его знал.,टॉम यह जानता था।
Tom laughed.,Том смеялся.,टॉम हँसे.
Tom laughed.,Том засмеялся.,टॉम हँसे.
Tom left me.,Том меня бросил.,टॉम ने मुझे छोड़ दिया.
Tom left me.,Том от меня ушёл.,टॉम ने मुझे छोड़ दिया.
Tom left me.,Том оставил меня.,टॉम ने मुझे छोड़ दिया.
Tom listens.,Том слушает.,टॉम सुनता है.
Tom lost it.,Том его потерял.,टॉम ने इसे खो दिया।
Tom lost it.,Том её потерял.,टॉम ने इसे खो दिया।
Tom made it.,Том сделал это.,टॉम ने इसे बनाया।
Tom made it.,У Тома получилось.,टॉम ने इसे बनाया।
Tom made it.,Том это сделал.,टॉम ने इसे बनाया।
Tom may die.,Том может умереть.,टॉम मर सकता है.
Tom may win.,Том может победить.,टॉम जीत सकता है.
Tom may win.,Том может выиграть.,टॉम जीत सकता है.
Tom noticed.,Том заметил.,टॉम ने गौर किया।
Tom paid me.,Том мне заплатил.,टॉम ने मुझे भुगतान किया।
Tom paid me.,Том заплатил мне.,टॉम ने मुझे भुगतान किया।
Tom pays us.,Том нам платит.,टॉम हमें भुगतान करता है।
Tom prepaid.,Том внёс предоплату.,टॉम प्रीपेड.
Tom ran off.,Том сбежал.,टॉम भाग गया.
Tom reacted.,Том отреагировал.,टॉम ने प्रतिक्रिया व्यक्त की.
Tom refused.,Том отказался.,टॉम ने मना कर दिया.
Tom relaxed.,Том расслабился.,टॉम निश्चिंत हो गया।
Tom retired.,Том ушел на пенсию.,टॉम सेवानिवृत्त हो गये।
Tom retired.,Том вышел на пенсию.,टॉम सेवानिवृत्त हो गये।
Tom said hi.,Том сказал «привет».,टॉम ने नमस्ते कहा।
Tom said no.,Том сказал нет.,टॉम ने कहा नहीं.
Tom said no.,Том отказался.,टॉम ने कहा नहीं.
Tom said so.,Так Том сказал.,टॉम ने ऐसा कहा।
Tom said so.,Том так сказал.,टॉम ने ऐसा कहा।
Tom saw her.,Том увидел её.,टॉम ने उसे देखा।
Tom saw her.,Том её видел.,टॉम ने उसे देखा।
Tom saw her.,Том с ней виделся.,टॉम ने उसे देखा।
Tom saw him.,Том его видел.,टॉम ने उसे देखा.
Tom saw him.,Том увидел его.,टॉम ने उसे देखा.
Tom saw him.,Том с ним виделся.,टॉम ने उसे देखा.
Tom saw you.,Том тебя видел.,टॉम ने तुम्हें देखा।
Tom saw you.,Том Вас видел.,टॉम ने तुम्हें देखा।
Tom saw you.,Том вас видел.,टॉम ने तुम्हें देखा।
Tom shot me.,Том в меня стрелял.,टॉम ने मुझे गोली मार दी.
Tom shot me.,Том выстрелил в меня.,टॉम ने मुझे गोली मार दी.
Tom shouted.,Том кричал.,टॉम चिल्लाया.
Tom slipped.,Том поскользнулся.,टॉम फिसल गया.
Tom smirked.,Том ухмыльнулся.,टॉम मुस्कुराया।
Tom sneered.,Том усмехнулся.,टॉम ने व्यंग्य किया।
Tom sneezed.,Том чихнул.,टॉम ने छींक दी।
Tom stopped.,Том остановился.,टॉम रुक गया.
Tom sweated.,Том вспотел.,टॉम को पसीना आ गया।
Tom teaches.,Том учит.,टॉम पढ़ाता है.
Tom teaches.,Том преподаёт.,टॉम पढ़ाता है.
Tom told me.,Том сказал мне.,टॉम ने मुझे बताया.
Tom told me.,Том рассказал мне.,टॉम ने मुझे बताया.
Tom told me.,Том мне сказал.,टॉम ने मुझे बताया.
Tom told us.,Том нам сказал.,टॉम ने हमें बताया।
Tom tripped.,Том споткнулся.,टॉम लड़खड़ा गया।
Tom uses it.,Том им пользуется.,टॉम इसका उपयोग करता है.
Tom uses it.,Том ей пользуется.,टॉम इसका उपयोग करता है.
Tom vomited.,Тома вырвало.,टॉम को उल्टी हुई।
Tom was hot.,Тому было жарко.,टॉम गर्म था.
Tom was ill.,Том был болен.,टॉम बीमार था.
Tom was ill.,Том болел.,टॉम बीमार था.
Tom was old.,Том был старым.,टॉम बूढ़ा था.
Tom was sad.,Том был грустным.,टॉम दुखी था.
Tom was shy.,Том был застенчивым.,टॉम शर्मीला था.
Tom was shy.,Том был робким.,टॉम शर्मीला था.
Tom was wet.,Том был мокрый.,टॉम गीला था.
Tom will go.,Том пойдёт.,टॉम जाएगा.
Tom will go.,Том идёт.,टॉम जाएगा.
Tom will go.,Том поедет.,टॉम जाएगा.
Tom woke up.,Том проснулся.,टॉम जाग गया.
Tom'll call.,Том позвонит.,टॉम कॉल करेगा.
Tom'll come.,Том придёт.,टॉम आएगा.
Tom'll help.,Том поможет.,टॉम मदद करेगा.
Tom'll know.,Том узнает.,टॉम को पता चल जाएगा.
Tom'll live.,Том будет жить.,टॉम जीवित रहेगा.
Tom'll lose.,Том проиграет.,टॉम हार जाएगा.
Tom'll stay.,Том останется.,टॉम रहेगा.
Tom'll talk.,Том будет говорить.,टॉम बात करेंगे.
Tom'll wait.,Том подождёт.,टॉम इंतज़ार करूँगा.
Tom's alive.,Том жив.,टॉम जीवित है.
Tom's alone.,Том один.,टॉम अकेला है.
Tom's angry.,Том зол.,टॉम गुस्से में है.
Tom's angry.,Том разозлён.,टॉम गुस्से में है.
Tom's angry.,Том злится.,टॉम गुस्से में है.
Tom's awake.,Том бодрствует.,टॉम जाग रहा है.
Tom's bored.,Том скучает.,टॉम ऊब गया है.
Tom's bored.,Тому скучно.,टॉम ऊब गया है.
Tom's crazy.,Том ненормальный.,टॉम पागल है.
Tom's crazy.,Том сумасшедший.,टॉम पागल है.
Tom's crazy.,Том псих.,टॉम पागल है.
Tom's crazy.,Том шизанутый.,टॉम पागल है.
Tom's crazy.,Том — псих.,टॉम पागल है.
Tom's cruel.,Том жестокий.,टॉम क्रूर है.
Tom's cruel.,Том жесток.,टॉम क्रूर है.
Tom's drunk.,Том пьян.,टॉम नशे में है.
Tom's drunk.,Том пьяный.,टॉम नशे में है.
Tom's dying.,Том умирает.,टॉम मर रहा है.
Tom's early.,Том рано.,टॉम जल्दी है.
Tom's funny.,Том забавный.,टॉम मजाकिया है.
Tom's great.,Том крут.,टॉम महान है.
Tom's happy.,Том счастлив.,टॉम खुश है.
Tom's lucky.,Тому везёт.,टॉम भाग्यशाली है.
Tom's lucky.,Том везунчик.,टॉम भाग्यशाली है.
Tom's lucky.,Том везучий.,टॉम भाग्यशाली है.
Tom's lying.,Том лжет.,टॉम झूठ बोल रहा है.
Tom's lying.,Том врёт.,टॉम झूठ बोल रहा है.
Tom's older.,Том старше.,टॉम बड़ा है.
Tom's pushy.,Том напорист.,टॉम धक्का देने वाला है।
Tom's right.,Том прав.,टॉम सही है.
Tom's smart.,Том умный.,टॉम चतुर है.
Tom's sorry.,Тому жаль.,टॉम को खेद है.
Tom's tipsy.,Том под мухой.,टॉम नुकीला है।
Tom's tired.,Том устал.,टॉम थक गया है.
Tom's tough.,Том суров.,टॉम कठिन है.
Tom's upset.,Том расстроен.,टॉम परेशान है.
Tom's weird.,Том странный.,टॉम अजीब है.
Tom's wrong.,Том ошибается.,टॉम ग़लत है.
Tom's wrong.,Том не прав.,टॉम ग़लत है.
Tom's young.,Том молод.,टॉम जवान है.
Tom's young.,Том молодой.,टॉम जवान है.
"Tom, get up!","Том, вставай!","टॉम, उठो!"
Try that on.,Примерь это.,उस पर प्रयास करें.
Try that on.,Примерьте это.,उस पर प्रयास करें.
Try this on.,Примерь это.,यह कोशिश करे।
Try to rest.,Попробуй отдохнуть.,आराम करने का प्रयास।
Try to rest.,Постарайся отдохнуть.,आराम करने का प्रयास।
Try to rest.,Постарайтесь отдохнуть.,आराम करने का प्रयास।
Turn around.,Повернись.,मुड़ो।
Turn around.,Обернись.,मुड़ो।
