English,Russian,Hindi
I like chess.,Мне нравятся шахматы.,मुझे शतरंज पसंद है.
I like fruit.,Мне нравится фрукт.,मुझे फल पसंद हैं।
I like games.,Мне нравятся игры.,मुझे खेल पसंद हैं.
I like girls.,Я люблю девочек.,मैं लड़कियों को पसंद करता हुँ।
I like honey.,Мне нравится мед.,मुझे शहद पसंद है.
I like music.,Я люблю музыку.,मुझे संगीत पसंद है।
I like opera.,Мне нравится опера.,मुझे ओपरा पसंद है.
I like pizza.,Мне нравится пицца.,मैं पिज्जा पसंद करता हूं।
I like rugby.,Мне нравится регби.,मुझे रग्बी पसंद है.
I like sugar.,Мне нравится сахар.,मुझे चीनी पसंद है।
I like these.,Мне это нравится.,मैं इन्हे पसन्द करता हूँ।
I like women.,Мне нравятся женщины.,मैं महिलाओं को पसंद करता हूँ।
I live alone.,Я живу один.,में अकेला रहता हु।
I lost a bet.,Я проиграл пари.,मैं एक शर्त हार गया.
I lost again.,Я снова проиграл.,मैं फिर हार गया.
I love beans.,Я люблю фасоль.,मुझे बीन्स बहुत पसंद हैं.
I love books.,Я люблю книги.,मैं किताबों से प्यार करता हूँ।
I love bread.,Я люблю хлеб.,मुझे रोटी बहुत पसंद है.
I love chili.,Я люблю чили.,मुझे मिर्च बहुत पसंद है.
I love jokes.,Я люблю шутки.,मुझे चुटकुले पसंद हैं.
I love money.,Я люблю деньги.,में पैसे से प्यार करता हूँ।
I love music.,Я люблю музыку.,मुझे संगीत बहुत पसंद है।
I love pizza.,Я люблю пиццу.,मुझे पिज्जा प्यारा है।
I love trips.,Я люблю поездки.,मुझे यात्राएं पसंद हैं.
I love women.,Я люблю женщин.,मुझे महिलाएं पसंद हैं।
I lucked out.,Мне повезло.,मेरी किस्मत अच्छी रही.
I made a bet.,Я сделал ставку.,मैंने शर्त लगा ली.
I made plans.,Я строил планы.,मैंने योजनाएँ बनाईं।
I met a girl.,Я встретил девушку.,मैं एक लड़की से मिला।
I missed Tom.,Я скучал по Тому.,मुझे टॉम की याद आई।
I missed you.,Я скучал по тебе.,मैंने तुम्हें याद किया।
I must hurry.,Я должен поторопиться.,मुझे जल्दी करनी होगी।
I must leave.,Я должен идти.,मुझे अवश्य ही छोड़ देना चाहिए।
I must study.,Я должен учиться.,मुझे पढ़ना चाहिए।
I need a bag.,Мне нужна сумка.,मुझे एक बैग चाहिए.
I need a cab.,Мне нужно такси.,मुझे एक कैब चाहिए.
I need a car.,Мне нужна машина.,मुझे एक कार चाहिए।
I need a gun.,Мне нужен пистолет.,मुझे बंदूक चाहिए.
I need a hat.,Мне нужна шляпа.,मुझे एक टोपी चाहिए.
I need a hug.,Мне нужны объятия.,मुझे गले से लगा लो।
I need a job.,Мне нужна работа.,मुझे एक नौकरी की जरूरत हैं।
I need a map.,Мне нужна карта.,मुझे एक मानचित्र चाहिए.
I need a nap.,Мне надо вздремнуть.,मुझे एक झपकी की ज़रूरत है।
I need a pen.,Мне нужна ручка.,मुझे एक कलम की ज़रूरत है.
I need a tie.,Мне нужен галстук.,मुझे एक टाई चाहिए.
I need money.,Мне нужны деньги.,मुझे पैसों की ज़रूरत है।
I need proof.,Мне нужны доказательства.,मुझे सबूत चाहिए.
I need sleep.,Мне нужно поспать.,मुझे सोने की ज़रूरत है।
I need space.,Мне нужно пространство.,मुझे जगह चाहिए.
I need these.,Мне нужны эти.,मुझे इनकी जरूरत है.
I need to go.,Мне нужно идти.,मुझे जाने की जरूरत है।
I need water.,Мне нужна вода.,मुझे पानी की जरूरत है।
I needed you.,Я нуждался в Тебе.,मुझे आपकी ज़रूरत है।
I never lose.,Я никогда не проигрываю.,मैं कभी असफल नहीं होता।
I never sing.,Я никогда не пою.,मैं कभी नहीं गाता.
I nodded yes.,"Я кивнул, да.",मैंने हाँ में सिर हिलाया.
I often read.,Я часто читаю.,मैं अक्सर पढ़ता हूं.
I often sing.,Я часто пою.,मैं अक्सर गाता हूं.
I passed out.,Я отключился.,मैं बेहोश हुआ।
I play piano.,Я играю на пианино.,मैं पियानो खेलने।
I rarely cry.,Я редко плачу.,मैं शायद ही कभी रोता हूँ.
I read a lot.,Я много читаю.,मैं काफ़ी पढ़ता हूं।
I read books.,Я читаю книги.,मैं किताबें पढ़ता हुँ।
I rewrote it.,Я переписал это.,मैंने इसे दोबारा लिखा.
I said maybe.,"Я сказал, может быть.",मैंने कहा शायद.
I saw a goat.,Я видел козу.,मैंने एक बकरी देखी.
I scared Tom.,Я напугал Тома.,मैंने टॉम को डरा दिया।
I see a boat.,Я вижу лодку.,मुझे एक नाव दिख रही है.
I see a book.,Я вижу книгу.,मुझे एक किताब दिखती है.
I see a lion.,Я вижу льва.,मुझे एक शेर दिख रहा है.
I see a rose.,Я вижу розу.,मुझे एक गुलाब दिखाई देता है.
I see a star.,Я вижу звезду.,मुझे एक तारा दिखाई देता है.
I seldom cry.,Я редко плачу.,मैं शायद ही कभी रोता हूँ.
I seldom win.,Я редко выигрываю.,मैं शायद ही कभी जीत पाता हूँ.
I sell shoes.,Продаю обувь.,मैं जूते बेचता हूं.
I set a trap.,Я поставил ловушку.,मैंने एक जाल बिछाया.
I should eat.,Мне следует поесть.,मुझे खा लेना चाहिए।
I still swim.,Я все еще плаваю.,मैं अब भी तैरता हूं.
I suppose so.,"Я полагаю, да.",मुझे ऐसा लगता है।
I swim a lot.,Я много плаваю.,मैं बहुत तैरता हूं.
I sympathize.,Сочувствую.,मुझे सहानुभूति है।
I talk a lot.,Я говорю много.,मैं बहुत बात करता हूँ।
I teach here.,Я преподаю здесь.,मैं यहां पढ़ाता हूं.
I teach yoga.,Я преподаю йогу.,मैं योग सिखाता हूं.
I teased Tom.,Я дразнил Тома.,मैंने टॉम को चिढ़ाया।
I thought so.,Я так и думал.,मुझे ऐसा लगा।
I took a cab.,Я взял такси.,मैंने कैब ली.
I took a nap.,Я вздремнул.,मैं एक झपकी ले ली।
I took risks.,Я рисковал.,मैंने जोखिम उठाया.
I tried both.,Я попробовал оба.,मैंने दोनों की कोशिश की.
I tried hard.,Я очень старалась.,मैंने बहुत कोशिश की.
I understand.,Я понимаю.,मैं समझता हूँ।
I understood.,Я понял.,मै समझा।
I walk a lot.,Я много гуляю.,मैं बहुत चलता हूं.
I want a car.,Я хочу машину.,मुझे एक कार चाहिए।
I want a dog.,Я хочу собаку.,मुझे एक कुत्ता चाहिए।
I want a job.,Я хочу работу.,मुझे नौकरी चाहिए।
I want a lot.,Я хочу многого.,मैं बहुत चाहते हूं।
I want facts.,Я хочу фактов.,मुझे तथ्य चाहिए.
I want fruit.,Я хочу фруктов.,मुझे फल चाहिए.
I want money.,Я хочу денег.,मुझे पैसे चाहिए।
I want these.,Я хочу эти.,मुझे ये चाहिए।
I want to go.,Я хочу пойти.,मैं जाना चाहता हूँ।
I warned Tom.,Я предупредил Тома.,मैंने टॉम को चेतावनी दी।
I warned you.,Я предупреждал тебя.,मैं आपको चेतावनी दी।
I was a fool.,Я был дурак.,मैं एक मूर्ख था।
I was afraid.,Я боялся.,मैं डरा हुआ था।
I was asleep.,Я спал.,मई सो गयी थी।
I was canned.,Меня консервировали.,मैं डिब्बाबंद था.
I was framed.,Меня подставили.,मुझे फँसाया गया था।
I was hiding.,Я прятался.,मैं छुप रहा था.
I was hungry.,Я был голоден.,मुझे भूख लगी थी।
I was joking.,Я пошутил.,मई मजाक कर रहा था।
I was lonely.,Я был одинок.,मैं अकेला था।
I was scared.,Я был напуган.,मैं डर गया।
I was shaken.,Я был потрясен.,मैं हिल गया.
I was sleepy.,Я был сонный.,मुझे नींद आ रही है।
I was strong.,Я был сильным.,मैं मजबूत था.
I was stupid.,Я был глуп.,मेरी बेवकूफ़ी थी।
I was unfair.,Я был несправедлив.,मैं अनुचित था.
I was warned.,Меня предупредили.,मुझे चेतावनी दी गई थी.
I watched TV.,Я посмотрел телевизор.,मैं टीवी देखा।
I wear a wig.,Я ношу парик.,मैं विग पहनता हूं.
I weighed it.,Я взвесил.,मैंने इसे तौला।
I went there.,Я пошел туда.,मैं वहाँ गया।
I went twice.,Я пошел дважды.,मैं दो बार गया.
I will fight.,Я буду драться.,मैं लडूंगा।
I will learn.,Я выучу.,मुझे सीखना होगा।
I will shoot.,Я буду стрелять.,मैं गोली मार दूंगा.
I won't bite.,Я не буду кусать.,मैं नहीं काटूंगा.
I won't come.,Я не приду.,मैं नहीं आऊंगा.
I won't lose!,Я не проиграю!,मैं हारूँगा नहीं!
I won't move.,Я не буду двигаться.,मैं नहीं हटूंगा.
I won't sing.,Я не буду петь.,मैं नहीं गाऊंगा.
I won't stop.,Я не остановлюсь.,मैं नहीं रुकूंगा.
I won't swim.,Я не буду плавать.,मुझे तैरना नहीं आएगा.
I won't tell.,Я не скажу.,मैं नहीं बताऊंगा.
I wonder who.,"Интересно, кто.",मुझे आश्चर्य है कौन।
I wonder why.,"Интересно, почему.",मुझे आश्चर्य है क्योंकि।
I wore a hat.,Я носил шляпу.,मैंने टोपी पहनी थी.
I work a lot.,Я много работаю.,मैं बहुत काम करता हूं।
I work alone.,Я работаю один.,मैं अकेला काम करता हूं.
I wrote that.,Я это написал.,मैंने वह लिखा.
I'd buy that.,Я бы купил это.,मैं वह खरीदूंगा.
I'll ask Tom.,Я спрошу Тома.,मैं टॉम से पूछूंगा.
I'll ask him.,Я спрошу его.,मैं उससे पूछूंगा।
I'll be back.,Я вернусь.,मैं वापस आऊंगा।
I'll be free.,Я буду свободен.,मैं आज़ाद हो जाऊंगा.
I'll be good.,Я буду в порядке.,मैं अच्छा हो जाऊंगा।
I'll be here.,Я буду здесь.,मेरी यहां मौजूदगी होगी।
I'll be late.,Я опоздаю.,मुझे देर हो जाएगी।
I'll be next.,Я буду следующим.,मैं अगला होऊंगा.
I'll be safe.,Я буду в безопасности.,मैं सुरक्षित रहूँगा.
I'll come by.,Я приду.,मैं आऊंगा.
I'll do that.,Я сделаю это.,मैं ऐसा करूंगा।
I'll do this.,Я сделаю это.,मैं ये करूँगा.
I'll explain.,Я объясню.,मैं समझाता हूँ।
I'll find it.,Я найду это.,मैं इसे ढूंढ लूंगा.
I'll get Tom.,Я приведу Тома.,मैं टॉम को ले आऊंगा.
I'll get ice.,Я принесу лед.,मैं बर्फ लाऊंगा.
I'll go back.,Я вернусь.,मैं वापस जाऊंगा.
I'll go home.,Я пойду домой.,मेरे घर जाऊंगा।
I'll go look.,Я пойду посмотрю.,मैं देखने जाऊंगा.
I'll go next.,Я пойду следующим.,मैं आगे जाऊंगा.
I'll just go.,Я просто пойду.,मैं बस चलता हूँ.
I'll make it.,Я сделаю это.,मैं यह कर दूँगा।
I'll open it.,Я открою его.,मैं इसे खोलूंगा.
I'll pay you.,Я заплачу тебе.,मैं आपका भुगतान करूंगा।
I'll read it.,Я прочту это.,मैं इसे पढ़ूंगा.
I'll risk it.,Я рискну.,मैं इसे जोखिम में डालूँगा.
I'll see Tom.,Я увижу Тома.,मैं टॉम को देखूंगा.
I'll sign it.,Я подпишу это.,मैं इस पर हस्ताक्षर करूंगा.
I'll sue Tom.,Я подам в суд на Тома.,मैं टॉम पर मुकदमा करूंगा।
I'll sue you.,Я подам на тебя в суд.,मैं तुम पर मुकदमा करूंगा.
I'll take it.,Я возьму это.,मैं इसे ले जाऊँगा।
I'm 99% sure.,Я уверен на 99%.,मैं 99% आश्वस्त हूं।
I'm Canadian.,Я канадец.,मैं कनाडा वासी हूँ।
I'm Tom's ex.,Я бывший Тома.,मैं टॉम का पूर्व हूँ।
I'm a banker.,Я банкир.,मैं एक बैंकर हूं.
I'm a busboy.,Я официант.,मैं एक बसबॉय हूं.
I'm a client.,Я клиент.,मैं एक ग्राहक हूँ.
I'm a coward.,Я трус.,मैं कायर हूं।
I'm a cowboy.,Я ковбой.,मैं एक चरवाहा हूँ.
I'm a dancer.,Я танцор.,मैं एक नर्तक हूँ.
I'm a doctor.,Я доктор.,मैं एक डॉक्टर हुँ।
I'm a farmer.,Я фермер.,मैं एक किसान हूं.
I'm a father.,Я отец.,मैं एक पिता हूं.
I'm a friend.,Я друг.,मैं एक दोस्त हूँ
I'm a genius.,Я гений.,मैं बहुत बुद्धिमान हूं।
I'm a golfer.,Я игрок в гольф.,मैं एक गोल्फर हूँ.
I'm a hermit.,Я отшельник.,मैं एक साधु हूं.
I'm a hunter.,Я охотник.,मैं एक शिकारी हूँ.
I'm a lawyer.,Я адвокат.,मैं एक वकील हूं।
I'm a member.,Я член.,मैं एक सदस्य हूं.
I'm a newbie.,Я новичок.,मैं नौसिखिया हूं.
I'm a potter.,Я гончар.,मैं एक कुम्हार हूँ.
I'm a priest.,Я священник.,मैं एक पुजारी हूं.
I'm a purist.,Я пурист.,मैं एक शुद्धतावादी हूँ.
I'm a rookie.,Я новичок.,मैं नौसिखिया हूं.
I'm a singer.,Я певец.,मैं एक गायक हूं।
I'm a smoker.,Я курильщик.,मैं धूम्रपान करने वाला हूं.
I'm a surfer.,Я серфер.,मैं एक सर्फर हूँ.
I'm a waiter.,Я официант.,मैं एक बैरा हूं।
I'm a writer.,Я писатель.,मैं एक लेखक हूं.
I'm addicted.,Я зависим.,मैं आदी हूँ।
I'm all done.,Я закончил.,मेरा सब कुछ हो गया.
I'm all ears.,Я весь во внимании.,मेरा कान है।
I'm an actor.,Я актер.,मैं एक अभिनेता हूँ।
I'm an adult.,Я взрослый.,मैं वयस्क हूं.
I'm an agent.,Я агент.,मैं एक एजेंट हूं.
I'm anorexic.,Я анорексия.,मैं एनोरेक्सिक हूं.
I'm artistic.,Я артистичен.,मैं कलात्मक हूं.
I'm athletic.,Я спортивный.,मैं एथलेटिक हूं.
I'm autistic.,Я аутист.,मैं ऑटिस्टिक हूं.
I'm barefoot.,Я босиком.,मैं नंगे पाँव हूँ.
I'm biracial.,Я двухрасовый.,मैं द्विजातीय हूं.
I'm bleeding.,У меня кровотечение.,मेरा खून बह रहा है.
I'm bluffing.,Я блефую.,मैं झांसा दे रहा हूं.
I'm busy now.,Я сейчас занят.,मैं अभी व्यस्त हूँ।
I'm calm now.,Теперь я спокоен.,मैं अब शांत हूं.
I'm confused.,Я в замешательстве.,मैं उलझन में हूं।
I'm creative.,Я творческий человек.,मैं रचनात्मक हूं.
I'm cultured.,Я культурный.,मैं सुसंस्कृत हूं.
I'm decisive.,Я решительный.,मैं निर्णायक हूं.
I'm diabetic.,Я диабетик.,मैं मधुमेह रोगी हूँ.
I'm diligent.,Я старательный.,मैं मेहनती हूं.
I'm discreet.,Я осторожен.,मैं विवेकशील हूं.
I'm divorced.,Я разведен.,मै तलाक़शुदा हूँ।
I'm doing OK.,У меня все в порядке.,मैं कर रहा हूं ठीक है।
I'm done for.,Мне конец.,मेरा काम हो गया.
I'm doubtful.,Я сомневаюсь.,मुझे संदेह है.
I'm drowning.,Я тону.,मैं डूब रहा हूं।
I'm dyslexic.,Я дислексик.,मैं डिस्लेक्सिक हूं.
I'm educated.,Я образован.,मैं शिक्षित हूं.
I'm eighteen.,Мне восемнадцать.,मैं अठारह का हूं।
I'm escaping.,Я убегаю.,मैं भाग रहा हूँ.
I'm expected.,Меня ждут.,मुझे उम्मीद है.
I'm faithful.,Я верен.,मैं वफादार हूँ.
I'm famished.,Я голоден.,मैं भूखा हूं।
I'm fearless.,Я бесстрашен.,मैं निडर हूँ।
I'm fighting.,Я борюсь.,मैं लड़ रहा हूँ.
I'm fine now.,Я уже в порядке.,मैं अब ठीक हूं।
I'm finished.,Я выдохся.,मैं समाप्त कर रहा हूँ।
I'm flexible.,Я гибкий.,मैं लचीला हूं।
I'm for that.,Я за это.,मैं उसके पक्ष में हूं.
I'm free now.,Я сейчас свободен.,मैं अब आजाद हूं।
I'm freezing.,Я замерзаю.,मुझे ठंड लग रही है।
I'm going in.,Я вхожу.,मैं अंदर जा रहा हूं।
I'm grateful.,Я благодарен.,मैं आभारी हूं।
I'm grieving.,Я скорблю.,मैं शोक मना रहा हूं.
I'm grounded.,Я заземлен.,मैं लापता हो गया हूं।
I'm gullible.,Я доверчив.,मैं भोला हूँ.
I'm hammered.,Я забит.,मैं हथौड़ा मार रहा हूँ.
I'm here now.,Теперь я здесь.,मैं अब यहाँ हूँ।
I'm hesitant.,Я колеблюсь.,मैं झिझक रहा हूं.
I'm homeless.,Я бездомный.,मैं बेघर हूं.
I'm homesick.,Я скучаю по дому.,मैं गृहासक्त्त हु।
I'm hopeless.,Я безнадежен.,मैं आशाहीन हूं।
I'm horrible.,Я ужасен.,मैं खराब हूं।
I'm hungover.,У меня похмелье.,मैं हेंगओवर में हूं।
I'm hurt bad.,Я сильно ранен.,मैं बुरी तरह आहत हूं.
I'm in Perth.,Я в Перте.,मैं पर्थ में हूं.
I'm in a jam.,Я в затруднительном положении.,मैं जाम में हूं.
I'm innocent.,Я невиновен.,मैं निर्दोष हूं।
I'm involved.,Я вовлечен.,मैं शामिल हूं.
I'm just shy.,Я просто стесняюсь.,मैं तो बस शर्मीला हूँ.
I'm like you.,"Я, как вы.",मैं आपकी तरह हूं।
I'm literate.,Я грамотный.,मैं पढ़ा-लिखा हूं.
I'm managing.,Я справляюсь.,मैं प्रबंध कर रहा हूँ.
I'm mistaken.,Я ошибаюсь.,मुझे गलत समझा गया।
I'm new here.,Я здесь новенький.,मेरे लिए यह स्थान नया है।
I'm no angel.,Я Не Ангел.,मैं कोई परी नहीं हूँ।
I'm no dummy.,Я не дурак.,मैं कोई डमी नहीं हूं.
I'm no rebel.,Я не бунтарь.,मैं कोई विद्रोही नहीं हूं.
I'm no saint.,Я не святой.,मैं कोई संत नहीं हूं.
I'm not bald.,Я не лысый.,मैं गंजा नहीं हूं.
I'm not busy.,Я не занят.,मैं व्यस्त नहीं हूँ।
I'm not dead.,Я не умер.,मैं मरा नहीं हूँ।
I'm not deaf.,Я не глухой.,मैं बहरा नहीं हूँ.
I'm not done.,Я еще не закончил.,मैं नहीं हुआ।
I'm not dumb.,Я не тупой.,मैं मूर्ख नहीं हूँ.
I'm not free.,Я не свободен.,मैं मुफ्त मे नहीं मिलता।
I'm not here.,Я не здесь.,मैं यहाँ नहीं हूँ।
I'm not home.,Я не дома.,मैं घर पर नहीं हूं।
I'm not hurt.,Я не ранен.,मुझे चोट नहीं लगी है.
I'm not lazy.,Я не ленивый.,मैं आलसी नहीं हूँ।
I'm not mean.,Я не злой.,मैं मतलबी नहीं हूं।
I'm not neat.,Я не аккуратный.,मैं साफ-सुथरा नहीं हूं.
I'm not poor.,Я не бедный.,मैं गरीब नहीं हूं.
I'm not rich.,Я не богат.,मैं अमीर नहीं हूं।
I'm not safe.,Я не в безопасности.,मैं सुरक्षित नहीं हूं.
I'm not sick.,Я не болен.,मै बीमार नहीं हूँ।
I'm not sure.,Я не уверен.,मुझे यकीन नहीं है।
I'm not tall.,Я не высокая.,मैं लंबा नहीं हूँ।
I'm not thin.,Я не худой.,मैं पतला नहीं हूं.
I'm not ugly.,Я не уродливый.,मैं बदसूरत नहीं हूं।
I'm not well.,Мне не хорошо.,मैं ठीक नहीं हूँ।
I'm obedient.,Я послушен.,मैं आज्ञाकारी हूं.
I'm off beer.,Я закончил пиво.,मैं बियर बंद कर रहा हूँ.
I'm off duty.,Я не на дежурстве.,मैं ड्यूटी से बाहर हूं.
I'm off-duty.,Я не на службе.,मैं ऑफ-ड्यूटी हूं.
I'm offended.,Я обиделся.,मैं आहत हूं।
I'm on leave.,Я в отпуске.,मैं छुठी पर हूँ।
I'm out here.,Я здесь.,मैं यहाँ से बाहर हूँ.
I'm over you.,Я над вами.,मैं आप से दुखी हूँ।
I'm painting.,Я рисую.,मैं पेंटिंग कर रहा हूँ।
I'm positive.,Я позитивный.,मैं आशावादी हूं।
I'm powerful.,Я сильный.,मैं शक्तिशाली हूं.
I'm pregnant.,Я беременна.,मैं गर्भवती हूँ।
I'm prepared.,Я готов.,मैं तैयार हूं।
I'm punctual.,Я пунктуален.,मैं समय का पाबंद हूं.
I'm quitting.,Я ухожу.,मैं छोड़ रहा हूं।
I'm rational.,Я рационален.,मैं तर्कसंगत हूं.
I'm reformed.,Я исправился.,मैं सुधर गया हूँ.
I'm reliable.,Я надежный.,मैं विश्वसनीय हूं.
I'm reserved.,Я сдержан.,मैं आरक्षित हूं.
I'm restless.,Я беспокойный.,मैं बेचैन हूं.
I'm retiring.,Я ухожу на пенсию.,मैं रिटायर हो रहा हूं.
I'm ruthless.,Я безжалостен.,मैं निर्दयी हूँ.
I'm safe now.,Теперь я в безопасности.,मैं अब सुरक्षित हूं.
I'm shooting.,Я стреляю.,मैं शूटिंग कर रहा हूं.
I'm shopping.,Я делаю покупки.,मैं खरीदारी कर रहा हूं।
I'm sleeping.,Я сплю.,मे सो रहा हूँ।
I'm so alone.,Мне так одиноко.,मुझे बहुत अकेला महसूस हो रहा है।
I'm so bored.,Мне так скучно.,मैं बहुत बोर हो रहा हूँ।
I'm so drunk.,Я так пьян.,मैं बहुत नशे में हूं।
I'm so happy.,Я так счастлив.,मैं बहुत खुश हूं।
I'm so proud.,Я так горжусь.,मुझे गर्व है।
I'm so sorry.,Мне очень жаль.,मुझे खेद है।
I'm so tired!,Я так устал!,मैं बहुत थक गया हूं!
I'm so tired.,Я так устал.,मैं बहुत थक गया हूं।
I'm sociable.,Я общительный.,मैं मिलनसार हूं.
I'm speaking.,Я говорю.,मैं बोल रहा हूँ।
I'm standing.,Я стою.,मैं खड़ा हूँ।
I'm starving.,Я умираю с голоду.,मैं भूख से मरा जा रहा हूं।
I'm still up.,Я все еще не сплю.,मैं अभी भी ऊपर हूं.
I'm stronger.,Я сильнее.,मैं मजबूत हूं।
I'm stubborn.,Я упрямая.,मैं जिद्दी हूँ।
I'm studying.,Я учусь.,मैं अध्ययन कर रहा हूँ।
I'm sweating.,Я потею.,मैं पसीने से तर हूं।
I'm the best.,Я лучший.,मैं सर्वश्रेष्ठ हूँ।
I'm the boss.,Я босс.,मैं मालिक हूँ।
I'm the last.,Я последний.,मैं आखिरी हूं.
I'm thinking.,Я думаю.,मैं सोच रहा हूँ।
I'm thirteen.,Мне тринадцать.,मैं तेरह साल का हूं।
I'm thorough.,Я тщательный.,मैं संपूर्ण हूँ.
I'm thrilled.,Я в восторге.,मैं रोमांचित हूं।
I'm ticklish.,Мне щекотно.,मुझे गुदगुदी होती है.
I'm to blame.,Я виноват.,मैं दोषी हूँ।
I'm tolerant.,Я толерантен.,मैं सहनशील हूं.
I'm too busy.,Я слишком занят.,मैं बहुत व्यस्त हूँ।
I'm too late.,Я опоздал.,मुझे बहुत देर हो रही है।
I'm too slow.,Я слишком медленный.,मैं बहुत धीमा हूँ.
I'm too thin.,Я слишком худой.,मैं बहुत पतला हूँ.
I'm too weak.,Я слишком слаб.,मैं बहुत कमजोर हूं.
I'm troubled.,Я обеспокоен.,मैं परेशान हूं.
I'm truthful.,Я честен.,मैं सच्चा हूं.
I'm unbiased.,Я беспристрастен.,मैं निष्पक्ष हूं.
I'm upstairs.,Я наверху.,मैं ऊपर हूं.
I'm very fat.,Я очень толстый.,मैं बहुत मोटा हूँ.
I'm very hot.,Я очень горячая.,मैं बहुत स्मार्ट हूं।
I'm very sad.,Мне очень грустно.,मैं बहुत दुखी हूँ।
I'm very shy.,Я очень стеснительный.,मैं बहुत शर्मीला हूं।
I'm watching.,Я наблюдаю.,मैं देख रहा हूँ।
I'm well off.,Я хорошо обеспечен.,मैं ठीक हूं.
I'm with Tom.,Я с Томом.,मैं टॉम के साथ हूँ.
I'm with him.,Я с ним.,मैं उसके साथ हूं।
I'm your age.,Я твоего возраста.,मैं आपकी उम्र का हूं.
I've changed.,Я изменился.,मैं बदल गया हूँ.
I've checked.,Я проверил.,मैंने देख लिया है।
I've decided.,Я решил.,मैंने निर्णय कर लिया है।
I've done it.,Я сделал это.,मैं इसे पूरा कर दिया है।
I've done so.,Я так и сделал.,मैंने ऐसा किया है.
I've escaped.,Я сбежал.,मैं भाग गया हूं.
I've lost it.,Я потерял это.,मैंने इसे खो दिया है.
I've read it.,Я прочитал это.,मैंने इसे पढ़ा है.
I've retired.,Я вышел на пенсию.,मैं रिटायर हो चुका हूं.
Ice is solid.,Лед твердый.,बर्फ ठोस है.
Identify Tom.,Опознайте Тома.,टॉम को पहचानें.
Iron is hard.,Железо твердое.,लोहा कठोर होता है.
Is Monday OK?,Понедельник в порядке?,क्या सोमवार ठीक है?
Is Tom a spy?,Том шпион?,क्या टॉम एक जासूस है?
Is Tom alive?,Том жив?,क्या टॉम जीवित है?
Is Tom alone?,Том один?,क्या टॉम अकेला है?
Is Tom armed?,Том вооружен?,क्या टॉम सशस्त्र है?
Is Tom awake?,Том проснулся?,क्या टॉम जाग रहा है?
Is Tom crazy?,Том сошел с ума?,क्या टॉम पागल है?
Is Tom drunk?,Том пьян?,क्या टॉम नशे में है?
Is Tom dying?,Том умирает?,क्या टॉम मर रहा है?
Is Tom happy?,Том счастлив?,क्या टॉम खुश है?
Is Tom local?,Том местный?,क्या टॉम स्थानीय है?
Is Tom lying?,Том лжёт?,क्या टॉम झूठ बोल रहा है?
Is Tom ready?,Том готов?,क्या टॉम तैयार है?
Is Tom right?,Том прав?,क्या टॉम सही है?
Is Tom there?,Том здесь?,क्या टॉम वहाँ है?
Is Tom young?,Том молод?,क्या टॉम युवा है?
Is he asleep?,Он спит?,क्या वह सो रहा है?
Is it Monday?,Сегодня понедельник?,क्या यह सोमवार है?
Is it a date?,Это свидание?,क्या यह कोई तारीख है?
Is it a deer?,Это олень?,क्या यह हिरण है?
Is it a joke?,Это шутка?,यह एक मजाक है?
Is it a trap?,Это ловушка?,क्या यह कोई जाल है?
Is it a wolf?,Это волк?,क्या यह भेड़िया है?
Is it broken?,Он сломан?,यह टूट गया है?
Is it cancer?,Это рак?,क्या यह कैंसर है?
Is it cloudy?,Облачно?,क्या बादल छाए हुए हैं?
Is it enough?,Это достаточно?,क्या यह काफ़ी है?
Is it for me?,Это для меня?,क्या यह मेरे लिए है?
Is it nearby?,Это поблизости?,क्या यह पास में है?
Is it normal?,Это нормально?,क्या यह सामान्य है?
Is it urgent?,Это срочно?,अत्यावश्यक है?
Is that a no?,Это нет?,क्या न है?
Is that fair?,Это справедливо?,क्या वह उचित है?
Is that love?,Это любовь?,क्या वह प्यार है?
Is that mine?,Это мое?,क्या वह मेरा है?
Is that okay?,Все хорошо?,क्या ये ठीक है?
Is that salt?,Это соль?,क्या वह नमक है?
Is that snow?,Это снег?,क्या वह बर्फ है?
Is that true?,Это правда?,क्या वह सच है?
Is this cool?,Это круто?,क्या यह अच्छा है?
Is this fake?,Это подделка?,क्या यह नकली है?
Is this love?,Это любовь?,क्या यही प्यार है?
Is this mine?,Это мое?,क्या यह मेरा है?
Is this mink?,Это норка?,क्या यह मिंक है?
Is this tofu?,Это тофу?,क्या यह टोफू है?
Is this true?,Это правда?,क्या यह सच है?
Is this wine?,Это вино?,क्या यह शराब है?
Isn't it fun?,Разве это не весело?,क्या यह मज़ेदार नहीं है?
It grew cold.,Похолодало.,ठंड बढ़ गयी.
It has begun.,Это началось.,यह शुरू हो गया है।
It is a book.,Это книга.,यह एक पुस्तक है।
It is a song.,Это песня.,यह एक गाना है.
It is my cat.,Это мой кот.,यह मेरी बिल्ली है।
It is not so.,Это не так.,एसा नही है।
It isn't Tom.,Это не Том.,यह टॉम नहीं है.
It isn't big.,Он небольшой.,यह बड़ा नहीं है.
It isn't new.,Это не ново.,यह नया नहीं है.
It may break.,Оно может сломаться.,यह टूट सकता है.
It must work.,Это должно сработать.,यह काम करना चाहिए.
It scared me.,Это напугало меня.,इससे मुझे डर लगता है।
It scares me.,Это пугает меня.,उससे मुझे डर लगता है।
It took time.,Это заняло время.,इसमें समय लगा.
It was Tom's.,Это был Том.,यह टॉम का था.
It was a bet.,Это была ставка.,यह एक शर्त थी.
