English,Russian,Hindi
Be there at noon.,Будь там в полдень.,दोपहर को वहीं रहना.
Be there tonight.,Будь там сегодня вечером.,आज रात वहीं रहो.
Be tolerant.,Будьте терпимы.,सहनशील बनें।
Be very careful.,Будь очень осторожен.,बहुत सावधान रहें।
Be vigilant.,Будьте бдительны.,सावधान रहिए।
Be watchful.,Будьте бдительны.,सतर्क रहें.
Be yourself.,Будь собой.,वास्तविक बने रहें।
Bears like honey.,Медведи любят мёд.,भालू को शहद पसंद है.
Bears scare me.,Медведи меня пугают.,भालू मुझे डराते हैं.
Beat it.,Отвали.,इसे हरायें।
Beat the eggs.,Взбейте яйца.,अंडे फेंटना।
Beats me.,Бьет меня.,मुझे पता नहीं।
"Beef, please.","Говядину, пожалуйста.","बीफ़, कृपया।"
Beer is beer.,Пиво есть пиво.,बियर तो बियर है.
Beer's good.,Пиво хорошее.,बीयर अच्छी है.
Bees make honey.,Пчелы делают мед.,मधुमक्खियां शहद बनाती हैं।
Behave well.,Вести себя хорошо.,अच्छा व्यवहार।
Behave yourself.,Веди себя хорошо.,अपने आप से व्यवहार करें।
Bend your knees.,Преклони колени.,अपने घुटने मोड़ें।
Beware of dog.,Осторожно собака.,कुत्ते से सावधान।
Birds fly.,Птицы летают.,पक्षियों की उड़ान भरने।
Birds have wings.,У птиц есть крылья.,पक्षियों के पंख होते हैं.
Birds lay eggs.,Птицы откладывают яйца.,पक्षी अंडे देते हैं.
Birds scare me.,Птицы меня пугают.,पक्षी मुझे डराते हैं.
Birds sing.,Птицы поют.,चिड़ियों का गान।
Bite the bullet.,Стиснуть зубы.,मज़बूरी को स्वीकार करना।
Bite your tongue!,Прикуси свой язык!,ज़ुबान संभालकर बोलो!
Bite your tongue.,Прикуси свой язык.,ज़ुबान संभालकर बोलो।
Black suits you.,Черный тебе идет.,काला आप पर सूट करता है.
Bless you.,Будьте здоровы.,तुम्हें आशीर्वाद देते हैं।
Blood is red.,Кровь красная.,खून लाल है.
Blow your nose.,Сморкаться.,अपनी नाक झटकें।
Boil one egg.,Сварить одно яйцо.,एक अंडा उबालें.
Boil some water.,Вскипятите немного воды.,थोड़ा पानी उबालें।
Boil the water.,Кипятить воду.,पानी उबालो।
Boston is boring.,Бостон скучен.,बोस्टन उबाऊ है.
Both are alive.,Оба живы.,दोनों जीवित हैं.
Both men laughed.,Оба мужчины засмеялись.,दोनों आदमी हँसे।
Both sat down.,Оба сели.,दोनों बैठ गये.
Bottoms up!,Дно вверх!,एक ही घूंट में पी जाओ!
Boxing is boring.,Бокс – это скучно.,बॉक्सिंग उबाऊ है.
Boys are stupid.,Мальчики глупые.,लड़के बेवकूफ हैं।
Brace yourself.,Приготовьтесь.,अपने आप को संभालो।
Brace yourselves.,Приготовьтесь.,अपने आप को संभालो।
Breathe normally.,Дышите нормально.,सामान्य रूप से सांस लें.
Bring Tom along.,Возьмите с собой Тома.,टॉम को साथ लाओ.
Bring Tom back.,Верните Тома.,टॉम को वापस लाओ.
Bring Tom here.,Приведите Тома сюда.,टॉम को यहाँ लाओ.
Bring Tom over.,Приведите Тома.,टॉम को लाओ.
Bring a camera.,Принесите камеру.,एक कैमरा लाओ.
Bring a date.,Принесите свидание.,एक तारीख लाओ.
Bring a lunch.,Принесите обед.,दोपहर का भोजन लाओ.
Bring a shovel.,Принеси лопату.,एक फावड़ा लाओ.
Bring backup.,Принесите подкрепление.,बैकअप लाओ.
Bring food.,Принести еду.,भोजन लाओ।
Bring help.,Принесите помощь.,मदद लाओ.
Bring her here.,Приведите ее сюда.,उसे यहाँ ले आओ.
Bring him in.,Приведите его.,उसे अंदर लाओ.
Bring him to me.,Приведите его ко мне.,उसे मेरे पास लाओ.
Bring it back.,Верни это.,इसे वापस लाएं।
Bring it here.,Принеси это сюда.,उसे यहाँ लाओ।
Bring it home.,Принесите его домой.,उसे घर लाओ।
Bring it to me.,Принеси мне.,इसे मेरे पास लाओ।
Bring me a chair.,Принеси мне стул.,मेरे लिए एक कुर्सी लाओ.
Bring me a drink.,Принеси мне выпить.,मेरे लिए एक पेय लाओ.
Bring me money.,Принеси мне денег.,मेरे लिए पैसे लाओ.
Bring me my bag.,Принеси мне мою сумку.,मेरे लिए मेरा बैग लाओ.
Bring me my cane.,Принеси мне мою трость.,मेरे लिए मेरी छड़ी लाओ.
Bring me my hat.,Принеси мне мою шляпу.,मेरे लिए मेरी टोपी लाओ.
Bring me the key.,Принеси мне ключ.,मुझे चाबी लाओ.
